Vervet-AGM gene name	Gene name
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	NR2F2-AS1
	RPSAP46
	AC117834.2
	AC117834.2
	AC117834.2
	AC104211.1
	AC104211.1
	AC104211.1
	AC104211.1
	KCNH7-AS1
	AC104211.3
KCNH7	KCNH7
KCNH7	KCNH7
KCNH7	KCNH7
KCNH7	KCNH7
KCNH7	KCNH7
	AP003121.1
	AP003121.1
	AOC4P
	AOC4P
	AOC4P
	AOC4P
	AOC4P
	AOC4P
KIF20A	KIF20A
KIF20A	KIF20A
KIF20A	KIF20A
KIF20A	KIF20A
KIF20A	KIF20A
KIF20A	KIF20A
KIF20A	KIF20A
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
LRRC29	LRRC29
ARL6IP6	ARL6IP6
ARL6IP6	ARL6IP6
ARL6IP6	ARL6IP6
ARL6IP6	ARL6IP6
ARL6IP6	ARL6IP6
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
GCA	GCA
	AC068051.1
	AC068051.1
	AC068051.1
	RPL5P8
	VWC2L-IT1
VWC2L	VWC2L
VWC2L	VWC2L
VWC2L	VWC2L
	LINC02712
	LINC02712
	AC117834.1
	AC117834.1
	AP003532.1
	PRELID3BP7
	AP001000.1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
MTO1	MTO1
	AC008875.3
	AC008875.3
	AC008875.3
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	TAPBP
	LINC02725
	LINC02725
	LINC02725
	LINC02725
	LINC02725
	LINC02725
	LINC02725
	AC008875.2
	AC008875.1
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
TRIQK	TRIQK
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
CDC23	CDC23
	MDC1
	MDC1
	MDC1
	MDC1
	MDC1
	MDC1
	MDC1
	MDC1
	MDC1
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MPDZ	MPDZ
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
MMP17	MMP17
	CR382287.2
	C6orf47-AS1
	C6orf47
	CR382287.1
	AP003900.1
	AP003900.1
	AP003900.1
	EIF3FP1
	VN1R7P
RASA1	RASA1
RASA1	RASA1
RASA1	RASA1
RASA1	RASA1
RASA1	RASA1
RASA1	RASA1
	AC099524.1
	AC099524.1
	AC099524.1
	AC099524.1
	AC099524.1
	AC099524.1
	AC099524.1
	MDC1-AS1
RRAGB	RRAGB
RRAGB	RRAGB
RRAGB	RRAGB
RRAGB	RRAGB
RRAGB	RRAGB
RRAGB	RRAGB
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
	MOG
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
PLCG2	PLCG2
KLHL10	KLHL10
KLHL10	KLHL10
KLHL10	KLHL10
KLHL10	KLHL10
	AC099811.6
	AC099811.1
	BX546450.2
	AC099811.4
	BX546450.1
	AC099811.5
	AC103982.1
STAT5B	STAT5B
STAT5B	STAT5B
STAT5B	STAT5B
STAT5B	STAT5B
STAT5B	STAT5B
STAT5B	STAT5B
STAT5B	STAT5B
PASD1	PASD1
PASD1	PASD1
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	AC025171.2
	LINCADL
	AF254983.2
KIF7	KIF7
KIF7	KIF7
KIF7	KIF7
	IRF5P1
	AC096677.2
	ZBTB22
	ZBTB22
PHLDA3	PHLDA3
PHLDA3	PHLDA3
PHLDA3	PHLDA3
PHLDA3	PHLDA3
	AC025171.5
	AC025171.1
	AC025171.1
	AC025171.1
	AC025171.1
	AC025171.1
	AL590290.1
	RNF5
	RNF5
	AC025171.3
	AC025171.3
	AC025171.3
	AC025171.3
	AC025171.3
	AC025171.3
	AC005256.1
	AC005256.1
SDHAF4	SDHAF4
SDHAF4	SDHAF4
AXIN1	AXIN1
AXIN1	AXIN1
AXIN1	AXIN1
AXIN1	AXIN1
AXIN1	AXIN1
ONECUT3	ONECUT3
ANXA2R	ANXA2R
ANXA2R	ANXA2R
	AC106800.4
	AL583856.2
	AC013391.1
	AC025171.4
	AL583856.1
	SLC25A6P6
TICRR	TICRR
TICRR	TICRR
TICRR	TICRR
	AC104590.1
	AC104590.1
	AL662833.1
	WASF5P
	USP8P1
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
ZNF131	ZNF131
	TUBB
	TUBB
	TUBB
	TUBB
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
PRRG3	PRRG3
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
	HLA-C
MEP1A	MEP1A
MEP1A	MEP1A
	AC008269.2
	ZFP57
	ZFP57
	ZFP57
	AC008269.1
	AC008269.1
	AC008269.1
	AC008269.1
	AC008269.1
	AC013391.3
	ZDHHC20P1
	LINC00928
	LINC00928
	LINC00928
	LINC00928
	LINC00928
	LINC00928
	AC013391.2
	AC018754.1
	EIF3KP1
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	DAXX
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	TRIM31
	AC004221.1
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
CCNH	CCNH
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
TADA2A	TADA2A
	AC010649.1
	AC010649.1
	AC010649.1
	CELF5
	CELF5
	CELF5
	CELF5
	CELF5
	CELF5
	CELF5
	CELF5
	TRIM31-AS1
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	TRIM40
	TRIM40
	TRIM40
	TRIM40
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
CD46	CD46
	AC131009.2
	FO680682.1
TTC27	TTC27
TTC27	TTC27
TTC27	TTC27
TTC27	TTC27
TTC27	TTC27
TTC27	TTC27
TTC27	TTC27
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
PRIM2	PRIM2
	LINC00486
	LINC00486
	LINC00486
	LINC00486
	LINC00486
	LINC00486
	LINC00486
	LINC00486
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
MAN2A2	MAN2A2
TFF3	TFF3
TFF3	TFF3
TFF3	TFF3
TFF3	TFF3
	AL513523.3
BMP5	BMP5
	AL603910.1
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
DENND4B	DENND4B
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
	RPL29
LHFPL1	LHFPL1
LHFPL1	LHFPL1
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	MAP2K2
	HMGB3P30
	AC233280.3
FATE1	FATE1
FATE1	FATE1
TFF2	TFF2
TFF2	TFF2
TFF2	TFF2
	AC010409.2
	AC008550.1
	AL513523.4
	AL513523.4
	AC008574.1
	AC233280.8
	AL358472.5
	AL358472.5
	AC015720.2
	AC233280.17
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
GATAD2B	GATAD2B
	TRIM10
	TRIM10
	AC243654.2
CPO	CPO
	AC243654.1
ODF3L2	ODF3L2
ODF3L2	ODF3L2
ODF3L2	ODF3L2
CNGA2	CNGA2
	AC113418.1
	AC113418.1
	MCCC2
	MCCC2
	MCCC2
	MCCC2
	MCCC2
	MCCC2
	PRELID3BP8
PRR16	PRR16
PRR16	PRR16
PRR16	PRR16
PRR16	PRR16
PRR16	PRR16
	LINC00671
	LINC00671
	LINC00671
	AL021368.3
	TMCO1-AS1
	AL451074.5
	AC114284.1
	AL021368.5
	AL021368.1
	AC008565.1
	AL021368.2
	AC113352.1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
TMCO1	TMCO1
	AL831737.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
	AC008568.1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
ATP6AP1	ATP6AP1
	RPL3P2
	AC010350.1
	AC068831.5
	ACAN
	ACAN
	ACAN
	ACAN
	ACAN
	ACAN
	ACAN
	ACAN
	ACAN
	HLA-B
	HLA-B
	HLA-B
	HLA-B
	HLA-B
	HLA-B
	HLA-B
	HLA-B
	HLA-B
TPGS1	TPGS1
TPGS1	TPGS1
	AC005775.1
	AC009090.6
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
MADCAM1	MADCAM1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	PSME3IP1
	RBBP4P4
	POM121L14P
	AL390237.1
	AL021368.4
	AL021368.4
	NDUFAB1P1
	AL354943.1
	GAPDHP15
B3GAT2	B3GAT2
B3GAT2	B3GAT2
	AL603755.1
	LINC00680
	LINC00680
	LINC00680
	LINC00680
	LINC00680
	LINC00680
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
MYOF	MYOF
	AL358115.1
	AL358115.1
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
UCK2	UCK2
SMAP1	SMAP1
SMAP1	SMAP1
SMAP1	SMAP1
SMAP1	SMAP1
SMAP1	SMAP1
SMAP1	SMAP1
	GUSBP4
	NFKBIL1
	NFKBIL1
	NFKBIL1
	NFKBIL1
	NFKBIL1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AL445250.1
	AC106795.8
	AC106795.8
	AC106795.8
	AC233280.4
	AC233280.6
TFF1	TFF1
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	TRIM15
	AC027228.2
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
CHRNA3	CHRNA3
	AC008568.2
	RPL23AP44
	AC106806.1
	AC106806.2
AMOT	AMOT
AMOT	AMOT
AMOT	AMOT
AMOT	AMOT
AMOT	AMOT
AMOT	AMOT
FTMT	FTMT
G6PC	G6PC
G6PC	G6PC
G6PC	G6PC
G6PC	G6PC
	MYL8P
	AL033519.4
	AL033519.4
	AL033519.4
	NPM1P36
	AL033519.3
	LTA
	LTA
	LTA
	LTA
	AC067863.2
	AL162386.2
CHRNA5	CHRNA5
CHRNA5	CHRNA5
CHRNA5	CHRNA5
CHRNA5	CHRNA5
	RPS10P7
	RPS10P7
	RPS10P7
	AL033519.2
	AL157402.2
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
CSRP1	CSRP1
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
PTPRC	PTPRC
FKBP5	FKBP5
FKBP5	FKBP5
FKBP5	FKBP5
FKBP5	FKBP5
	TNF
	AC103746.1
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
MAGEA4	MAGEA4
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
UBE2G2	UBE2G2
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
DNMT3A	DNMT3A
CREB3L3	CREB3L3
CREB3L3	CREB3L3
CREB3L3	CREB3L3
CREB3L3	CREB3L3
CREB3L3	CREB3L3
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AL133244.2
	AC131009.4
ULK1	ULK1
ULK1	ULK1
ULK1	ULK1
ULK1	ULK1
ULK1	ULK1
ULK1	ULK1
ULK1	ULK1
	MAGEA4-AS1
	MAGEA4-AS1
	MAGEA4-AS1
	NOP56P1
	BX908720.1
	LINC01623
	RPL13P
	AL033519.5
ZNHIT1	ZNHIT1
ZNHIT1	ZNHIT1
ZNHIT1	ZNHIT1
ZNHIT1	ZNHIT1
	AC096677.1
	ENSAP3
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
STAT4	STAT4
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
	FLOT1
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
PLOD3	PLOD3
	PAIP1P1
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
WWP2	WWP2
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	TRIM26
	AC115284.3
DUSP7	DUSP7
DUSP7	DUSP7
	AC067945.2
	AC067945.2
	AC067945.3
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
PPCDC	PPCDC
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.2
	AC087477.5
	AC087477.5
	AC087477.5
	AC087477.5
	AC087477.6
	AC007879.5
	KLF7-IT1
	MYOSLID
	MYOSLID
	MYOSLID
	MYOSLID
	MYOSLID
	LINC01802
	AC009226.1
	AC009226.1
	AC009226.1
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
PGAP6	PGAP6
	AC007879.4
	AL096709.2
	AC007879.3
	AC007879.3
	BECN1P2
	AC113208.3
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
METTL21A	METTL21A
	AC002072.1
	AF254983.1
	AL023877.1
	AL031183.1
	CYCSP41
	AC233289.1
	AC236668.3
	AC236668.3
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
STAT5A	STAT5A
	XACT
	XACT
	XACT
	QTRT1P1
	AL953862.1
	AL953862.2
	Z97634.1
	Z97634.1
	Z97634.1
	SSU72P1
	RPL36AP45
	TSBP1
	TSBP1
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
MRPL28	MRPL28
	HNRNPA1P2
RNF5	RNF5
RNF5	RNF5
	AC007879.1
	AL591806.1
NECTIN4	NECTIN4
NECTIN4	NECTIN4
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
CREB1	CREB1
HTR2C	HTR2C
HTR2C	HTR2C
HTR2C	HTR2C
	LINC02098
	LINC02098
	LINC02098
	LINC02098
	AL157823.2
	NAIPP3
	NAIPP3
	TSBP1-AS1
	AC139495.1
	BTNL2
	BTNL2
	BTNL2
	BTNL2
	BTNL2
	GUSBP3
	GUSBP3
	NDUFB1
	NDUFB1
	NDUFB1
	NDUFB1
	NDUFB1
	NDUFB1
	NDUFB1
	AC097500.1
	RPL21P32
	AC139495.2
	HSPA8P7
	RPL36AP53
	AL355812.1
ARMC12	ARMC12
ARMC12	ARMC12
ARMC12	ARMC12
ARMC12	ARMC12
	AL606495.1
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
TMEM208	TMEM208
	TUBBP9
	TUBBP9
	FO393411.1
	RPS3AP10
	AL139275.2
	AC113208.5
C15orf39	C15orf39
C15orf39	C15orf39
C15orf39	C15orf39
C15orf39	C15orf39
C15orf39	C15orf39
C15orf39	C15orf39
C15orf39	C15orf39
	PEBP1P3
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
KLHDC9	KLHDC9
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
FN1	FN1
SMG5	SMG5
SMG5	SMG5
SMG5	SMG5
SMG5	SMG5
SMG5	SMG5
	LYPLA1P3
	FAM78B-AS1
	AC007879.2
	AC079313.1
LOX	LOX
LOX	LOX
LOX	LOX
LOX	LOX
LOX	LOX
LOX	LOX
FAM78B	FAM78B
FAM78B	FAM78B
FAM78B	FAM78B
FAM78B	FAM78B
FAM78B	FAM78B
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
GTSF1	GTSF1
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
KLF7	KLF7
	AL596087.3
	HLA-DRA
	HLA-DRA
	HLA-DRA
	AL596087.2
	AL596087.2
	AL596087.1
	AL139275.1
	LINC01154
	LINC00951
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
	TDRG1
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
ITGA5	ITGA5
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
SMARCD1	SMARCD1
	AL157823.1
	HLA-DRB9
	AC131392.2
	AC131392.1
	LINC00472
	LINC00472
