#Mouse Gene	Human Gene	Source
Tollip	TOLLIP	MGI, PanEnsembl, HomoloGene
Ddx3x	DDX3X	MGI, PanEnsembl, HomoloGene
D1Pas1	DDX3X	PanEnsembl
U2af1l4	U2AF1L4	PanEnsembl
Prmt6	PRMT6	MGI, PanEnsembl, HomoloGene
Zbtb14	ZBTB14	MGI, PanEnsembl, HomoloGene
Smg1	SMG1	MGI, PanEnsembl, HomoloGene
Zfp384	ZNF384	MGI, PanEnsembl, HomoloGene
Prss2	PRSS2	MGI, HomoloGene
Lcn10	LCN10	MGI, PanEnsembl, HomoloGene
Idua	IDUA	MGI, PanEnsembl, HomoloGene
Tmem201	TMEM201	MGI, PanEnsembl, HomoloGene
Mxra8	MXRA8	MGI, PanEnsembl, HomoloGene
Trim60	TRIM60	MGI, PanEnsembl, HomoloGene
Ppp1r3e	PPP1R3E	MGI, PanEnsembl, HomoloGene
Nim1k	NIM1K	MGI, HomoloGene
Nim1	NIM1K	PanEnsembl
Kdm1a	KDM1A	MGI, PanEnsembl, HomoloGene
Cnga1	CNGA1	MGI, PanEnsembl, HomoloGene
Ccser2	CCSER2	MGI, PanEnsembl, HomoloGene
Arhgap12	ARHGAP12	MGI, PanEnsembl, HomoloGene
Havcr2	HAVCR2	MGI, PanEnsembl, HomoloGene
Cage1	CAGE1	MGI, PanEnsembl, HomoloGene
Gemin2	GEMIN2	MGI, PanEnsembl, HomoloGene
Cript	CRIPT	MGI, PanEnsembl, HomoloGene
Mrps14	MRPS14	MGI, PanEnsembl, HomoloGene
Sft2d1	SFT2D1	MGI, PanEnsembl, HomoloGene
Gm12166	SFT2D1	PanEnsembl
Dnajb5	DNAJB5	MGI, PanEnsembl, HomoloGene
Dph6	DPH6	MGI, PanEnsembl, HomoloGene
Ly6g5c	LY6G5C	MGI, PanEnsembl, HomoloGene
2510002D24Rik	C22orf39	PanEnsembl
Ankrd34a	ANKRD34A	MGI, HomoloGene
Lst1	LST1	PanEnsembl
Gm3443	C9orf57	PanEnsembl
Olfr1022	OR5M10	MGI, PanEnsembl, HomoloGene, HORDE
Olfr1023	OR5M10	PanEnsembl, HORDE
Dusp5	DUSP5	MGI, PanEnsembl, HomoloGene
Lgals8	LGALS8	MGI, PanEnsembl, HomoloGene
Trmt11	TRMT11	MGI, PanEnsembl, HomoloGene
Il21r	IL21R	MGI, PanEnsembl, HomoloGene
Epn3	EPN3	MGI, PanEnsembl, HomoloGene
Cilp	CILP	MGI, PanEnsembl, HomoloGene
Dgke	DGKE	MGI, PanEnsembl, HomoloGene
Mtcp1	CMC4	MGI, PanEnsembl, HomoloGene
Lck	LCK	MGI, PanEnsembl, HomoloGene
Pfn1	PFN1	MGI, PanEnsembl, HomoloGene
Pacsin1	PACSIN1	MGI, PanEnsembl, HomoloGene
Phf3	PHF3	MGI, PanEnsembl, HomoloGene
Slain2	SLAIN2	MGI, PanEnsembl, HomoloGene
Vill	VILL	MGI, PanEnsembl, HomoloGene
Thbd	THBD	MGI, PanEnsembl, HomoloGene
Fpr1	FPR1	MGI, PanEnsembl, HomoloGene
Rcor3	RCOR3	PanEnsembl
Gad1	GAD1	MGI, PanEnsembl, HomoloGene
Tmem125	TMEM125	MGI, PanEnsembl, HomoloGene
Chchd4	CHCHD4	MGI, HomoloGene
AU015836	CHCHD4	PanEnsembl
C9	C9	MGI, PanEnsembl, HomoloGene
Dnmbp	DNMBP	MGI, PanEnsembl, HomoloGene
Sema4g	SEMA4G	MGI, PanEnsembl, HomoloGene
Pax4	PAX4	MGI, PanEnsembl, HomoloGene
Rap1b	RAP1B	MGI, PanEnsembl, HomoloGene
Clock	CLOCK	MGI, PanEnsembl, HomoloGene
Slc25a39	SLC25A39	MGI, PanEnsembl, HomoloGene
Hsd17b7	HSD17B7	MGI, PanEnsembl, HomoloGene
Slc48a1	SLC48A1	MGI, PanEnsembl, HomoloGene
Rex1bd	REX1BD	MGI
2810428I15Rik	REX1BD	PanEnsembl, HomoloGene
Rpl18a	RPL18A	MGI, PanEnsembl, HomoloGene
Ntsr1	NTSR1	MGI, PanEnsembl, HomoloGene
Nol4l	NOL4L	MGI
8430427H17Rik	NOL4L	PanEnsembl, HomoloGene
Mgam	MGAM	MGI, PanEnsembl, HomoloGene
Slc35a2	SLC35A2	PanEnsembl
Hoxd11	HOXD11	MGI, PanEnsembl, HomoloGene
Slc7a10	SLC7A10	MGI, PanEnsembl, HomoloGene
Wfdc13	WFDC13	PanEnsembl
Sulf2	SULF2	MGI, PanEnsembl, HomoloGene
H2bc13	H2BC6	MGI
Hist1h2bl	H2BC6	HomoloGene
Slc19a3	SLC19A3	MGI, PanEnsembl, HomoloGene
Lhfpl3	LHFPL3	MGI, HomoloGene
Hist1h2br	H2BC9	MGI, HomoloGene
Myorg	MYORG	MGI
AI464131	MYORG	PanEnsembl, HomoloGene
Cnot10	CNOT10	MGI, PanEnsembl, HomoloGene
Dpp4	DPP4	MGI, PanEnsembl, HomoloGene
Troap	TROAP	MGI, PanEnsembl, HomoloGene
Ccdc170	CCDC170	MGI, PanEnsembl, HomoloGene
Spsb3	SPSB3	MGI, PanEnsembl, HomoloGene
Rptn	RPTN	MGI, PanEnsembl, HomoloGene
Dym	DYM	MGI, PanEnsembl, HomoloGene
Prr3	PRR3	MGI, PanEnsembl, HomoloGene
Smarca4	SMARCA4	MGI, PanEnsembl, HomoloGene
Rad54b	RAD54B	MGI, PanEnsembl, HomoloGene
Ogt	OGT	MGI, PanEnsembl, HomoloGene
Spint3	SPINT3	PanEnsembl
Decr1	DECR1	MGI, PanEnsembl, HomoloGene
Eif3h	EIF3H	MGI, PanEnsembl, HomoloGene
Adamts1	ADAMTS1	MGI, PanEnsembl, HomoloGene
Gtf3a	GTF3A	MGI, PanEnsembl, HomoloGene
Zfp663	RBAK-RBAKDN	PanEnsembl
Hoxd3	HOXD3	MGI, PanEnsembl, HomoloGene
Myom1	MYOM1	MGI, PanEnsembl, HomoloGene
Scamp3	SCAMP3	MGI, PanEnsembl, HomoloGene
Ap4m1	AP4M1	MGI, PanEnsembl, HomoloGene
Plk3	PLK3	MGI, PanEnsembl, HomoloGene
Pan2	PAN2	MGI, PanEnsembl, HomoloGene
Eva1b	EVA1B	MGI, PanEnsembl, HomoloGene
Zdhhc16	ZDHHC16	MGI, PanEnsembl, HomoloGene
Cotl1	COTL1	MGI, PanEnsembl, HomoloGene
Heatr9	HEATR9	MGI
Gm11435	HEATR9	HomoloGene
Prom1	PROM1	MGI, PanEnsembl, HomoloGene
Klc4	KLC4	MGI, PanEnsembl, HomoloGene
Poll	POLL	MGI, PanEnsembl, HomoloGene
Srpx	SRPX	MGI, PanEnsembl, HomoloGene
Rbm34	RBM34	MGI, PanEnsembl, HomoloGene
Caly	CALY	MGI, PanEnsembl, HomoloGene
Ankrd13b	ANKRD13B	MGI, PanEnsembl, HomoloGene
Slco1a5	SLCO1A2	MGI, PanEnsembl, HomoloGene
Slco1a4	SLCO1A2	PanEnsembl
Slco1a1	SLCO1A2	PanEnsembl
Gm6614	SLCO1A2	PanEnsembl
Slco1a6	SLCO1A2	PanEnsembl
Gm5724	SLCO1A2	PanEnsembl
Mbnl2	MBNL2	MGI, PanEnsembl, HomoloGene
Tln2	TLN2	MGI, PanEnsembl, HomoloGene
Eef1akmt1	EEF1AKMT1	MGI
N6amt2	EEF1AKMT1	PanEnsembl, HomoloGene
Slc25a30	SLC25A30	MGI, PanEnsembl, HomoloGene
Xpnpep3	XPNPEP3	PanEnsembl
Magee1	MAGEE1	MGI, PanEnsembl, HomoloGene
Hoxa7	HOXA7	MGI, PanEnsembl, HomoloGene
Sumf1	SUMF1	MGI, PanEnsembl, HomoloGene
Galnt6	GALNT6	MGI, PanEnsembl, HomoloGene
Ubxn8	UBXN8	MGI, HomoloGene
Camk2b	CAMK2B	MGI, PanEnsembl, HomoloGene
Cdt1	CDT1	MGI, PanEnsembl, HomoloGene
Rhd	RHD	MGI, PanEnsembl, HomoloGene
Rapgef3	RAPGEF3	MGI, PanEnsembl, HomoloGene
Rpl11	RPL11	MGI, PanEnsembl, HomoloGene
Gm10036	RPL11	PanEnsembl
Gm10288	RPL11	PanEnsembl
Gm5093	RPL11	PanEnsembl
Gm7589	RPL11	PanEnsembl
Usp38	USP38	MGI, PanEnsembl, HomoloGene
Fam53a	FAM53A	MGI, PanEnsembl, HomoloGene
Grm6	GRM6	MGI, PanEnsembl, HomoloGene
Dcdc2b	DCDC2B	MGI, PanEnsembl, HomoloGene
Slc35d3	SLC35D3	MGI, PanEnsembl, HomoloGene
Rin1	RIN1	MGI, PanEnsembl, HomoloGene
1110059G10Rik	KIAA1143	MGI, PanEnsembl, HomoloGene
Zfyve27	ZFYVE27	MGI, PanEnsembl, HomoloGene
Gm960	C11orf80	MGI, PanEnsembl, HomoloGene
U2af2	U2AF2	MGI, PanEnsembl, HomoloGene
Gba2	GBA2	MGI, PanEnsembl, HomoloGene
Lag3	LAG3	MGI, PanEnsembl, HomoloGene
Klkb1	KLKB1	MGI, PanEnsembl, HomoloGene
H1f6	H1-6	MGI
Hist1h1t	H1-6	PanEnsembl, HomoloGene
Klhdc4	KLHDC4	MGI, PanEnsembl, HomoloGene
Spcs1	SPCS1	MGI, PanEnsembl, HomoloGene
Mtrf1l	MTRF1L	MGI, PanEnsembl, HomoloGene
Tmem101	TMEM101	MGI, PanEnsembl, HomoloGene
P2rx3	P2RX3	MGI, PanEnsembl, HomoloGene
Bag6	BAG6	MGI, PanEnsembl, HomoloGene
Nrbf2	NRBF2	MGI, PanEnsembl, HomoloGene
Kcnip2	KCNIP2	MGI, PanEnsembl, HomoloGene
Btg2	BTG2	MGI, PanEnsembl, HomoloGene
Dtd2	DTD2	MGI, PanEnsembl, HomoloGene
Fabp7	FABP7	MGI, PanEnsembl, HomoloGene
Crhr2	CRHR2	MGI, PanEnsembl, HomoloGene
Atp6v1c2	ATP6V1C2	MGI, PanEnsembl, HomoloGene
Itpkb	ITPKB	MGI, PanEnsembl, HomoloGene
Ccdc182	CCDC182	MGI
1700106J16Rik	CCDC182	PanEnsembl, HomoloGene
Capn1	CAPN1	MGI, PanEnsembl, HomoloGene
2700081O15Rik	C11orf95	MGI, HomoloGene
Podnl1	PODNL1	MGI, PanEnsembl, HomoloGene
Stk19	STK19	MGI, PanEnsembl, HomoloGene
Agtrap	AGTRAP	MGI, PanEnsembl, HomoloGene
Tm4sf4	TM4SF4	MGI, PanEnsembl, HomoloGene
Hilpda	HILPDA	MGI, PanEnsembl, HomoloGene
Ecscr	ECSCR	MGI, PanEnsembl, HomoloGene
Prkdc	PRKDC	MGI, PanEnsembl, HomoloGene
Myo18a	MYO18A	MGI, PanEnsembl, HomoloGene
Cd81	CD81	MGI, PanEnsembl, HomoloGene
Pdgfrb	PDGFRB	MGI, PanEnsembl, HomoloGene
G6pc3	G6PC3	MGI, PanEnsembl, HomoloGene
Gdpd5	GDPD5	MGI, PanEnsembl, HomoloGene
Prss53	PRSS53	MGI, PanEnsembl, HomoloGene
Nprl2	NPRL2	MGI, PanEnsembl, HomoloGene
Il12b	IL12B	MGI, PanEnsembl, HomoloGene
Egr2	EGR2	MGI, PanEnsembl, HomoloGene
Ten1	TEN1	MGI, PanEnsembl, HomoloGene
Aebp2	AEBP2	MGI, PanEnsembl, HomoloGene
Mmp19	MMP19	MGI, PanEnsembl, HomoloGene
Egfl7	EGFL7	MGI, PanEnsembl, HomoloGene
Ccdc47	CCDC47	MGI, PanEnsembl, HomoloGene
Vps54	VPS54	MGI, PanEnsembl, HomoloGene
Tigar	TIGAR	MGI
9630033F20Rik	TIGAR	PanEnsembl, HomoloGene
Lrrc4c	LRRC4C	MGI, PanEnsembl, HomoloGene
Spred3	SPRED3	MGI, PanEnsembl, HomoloGene
Upk1b	UPK1B	MGI, PanEnsembl, HomoloGene
Yrdc	YRDC	MGI, PanEnsembl, HomoloGene
Otud1	OTUD1	MGI, PanEnsembl, HomoloGene
Tppp2	TPPP2	MGI, PanEnsembl, HomoloGene
Wdr77	WDR77	MGI, PanEnsembl, HomoloGene
Lyar	LYAR	MGI, PanEnsembl, HomoloGene
Il34	IL34	MGI, PanEnsembl, HomoloGene
Pxk	PXK	MGI, PanEnsembl, HomoloGene
Itgb2	ITGB2	MGI, PanEnsembl, HomoloGene
Itgb2l	ITGB2	PanEnsembl
Bola1	BOLA1	MGI, PanEnsembl, HomoloGene
Plxna2	PLXNA2	MGI, PanEnsembl, HomoloGene
Ripk4	RIPK4	MGI, PanEnsembl, HomoloGene
Tac4	TAC4	PanEnsembl
Gimd1	GIMD1	MGI
Gm5549	GIMD1	HomoloGene
Ccn1	CCN1	MGI
Cyr61	CCN1	PanEnsembl, HomoloGene
Ly9	LY9	MGI, PanEnsembl, HomoloGene
Trappc6b	TRAPPC6B	MGI, PanEnsembl, HomoloGene
Dtx2	DTX2	MGI, PanEnsembl, HomoloGene
Tas2r131	TAS2R42	MGI, PanEnsembl, HomoloGene
Tcf24	TCF24	MGI, PanEnsembl, HomoloGene
Rsbn1l	RSBN1L	MGI, PanEnsembl, HomoloGene
Oaz1	OAZ1	MGI, PanEnsembl, HomoloGene
Zbtb17	ZBTB17	MGI, PanEnsembl, HomoloGene
Ier3ip1	IER3IP1	MGI, PanEnsembl, HomoloGene
Xrcc6	XRCC6	MGI, PanEnsembl, HomoloGene
Sh3bp1	SH3BP1	MGI, PanEnsembl, HomoloGene
Ndufs8	NDUFS8	MGI, PanEnsembl, HomoloGene
Lpcat1	LPCAT1	MGI, PanEnsembl, HomoloGene
Klhl11	KLHL11	MGI, PanEnsembl, HomoloGene
Ptpa	PTPA	MGI
Ppp2r4	PTPA	PanEnsembl, HomoloGene
Mst1r	MST1R	MGI, PanEnsembl, HomoloGene
Hspa2	HSPA2	MGI, PanEnsembl, HomoloGene
Rph3al	RPH3AL	MGI, PanEnsembl, HomoloGene
Sart1	SART1	MGI, PanEnsembl, HomoloGene
Fahd1	FAHD1	MGI, PanEnsembl, HomoloGene
Pwp2	PWP2	PanEnsembl
Stac2	STAC2	MGI, PanEnsembl, HomoloGene
AA415398	FRG2C	PanEnsembl
Ldlrad4	LDLRAD4	MGI, PanEnsembl, HomoloGene
Lpar4	LPAR4	MGI, PanEnsembl, HomoloGene
Vcpkmt	VCPKMT	MGI, HomoloGene
Mettl21d	VCPKMT	PanEnsembl
1700054O13Rik	H2AP	PanEnsembl
Fbxo25	FBXO25	MGI, PanEnsembl, HomoloGene
Cbx8	CBX8	MGI, PanEnsembl, HomoloGene
Asgr2	ASGR2	MGI, PanEnsembl, HomoloGene
Trim37	TRIM37	MGI, PanEnsembl, HomoloGene
Ivd	IVD	MGI, PanEnsembl, HomoloGene
Crot	CROT	MGI, PanEnsembl, HomoloGene
Ctnnd1	CTNND1	MGI, PanEnsembl, HomoloGene
Tmem178b	TMEM178B	MGI, PanEnsembl, HomoloGene
Ring1	RING1	MGI, PanEnsembl, HomoloGene
Ear1	RNASE3	PanEnsembl
Ear11	RNASE3	PanEnsembl
Ear10	RNASE3	PanEnsembl
Ear6	RNASE3	PanEnsembl
Ear2	RNASE3	PanEnsembl
Ear5	RNASE3	PanEnsembl
Ear14	RNASE3	PanEnsembl
Arhgef9	ARHGEF9	MGI, PanEnsembl, HomoloGene
Crmp1	CRMP1	MGI, PanEnsembl, HomoloGene
Syt5	SYT5	MGI, PanEnsembl, HomoloGene
Tcn2	TCN2	MGI, PanEnsembl, HomoloGene
Trappc4	TRAPPC4	MGI, PanEnsembl, HomoloGene
Atoh1	ATOH1	MGI, PanEnsembl, HomoloGene
Arhgef1	ARHGEF1	MGI, PanEnsembl, HomoloGene
Dleu7	DLEU7	MGI, PanEnsembl, HomoloGene
Lrrc75b	LRRC75B	MGI
Fam211b	LRRC75B	PanEnsembl, HomoloGene
Inka2	INKA2	MGI
Fam212b	INKA2	PanEnsembl, HomoloGene
Akt2	AKT2	MGI, PanEnsembl, HomoloGene
Gpr12	GPR12	MGI, PanEnsembl, HomoloGene
Ttc9b	TTC9B	MGI, PanEnsembl, HomoloGene
Olfr730	OR4K2	MGI, PanEnsembl, HomoloGene, HORDE
Tctex1d1	TCTEX1D1	MGI, PanEnsembl, HomoloGene
Cplx1	CPLX1	MGI, PanEnsembl, HomoloGene
Grwd1	GRWD1	MGI, PanEnsembl, HomoloGene
B3gnt5	B3GNT5	MGI, PanEnsembl, HomoloGene
Kif19a	KIF19	MGI, PanEnsembl, HomoloGene
Entpd6	ENTPD6	MGI, PanEnsembl, HomoloGene
Lrp8	LRP8	MGI, PanEnsembl, HomoloGene
Lrch2	LRCH2	MGI, PanEnsembl, HomoloGene
Fshb	FSHB	MGI, PanEnsembl, HomoloGene
Slc13a2	SLC13A2	MGI, PanEnsembl, HomoloGene
Sh3rf2	SH3RF2	MGI, PanEnsembl, HomoloGene
Slc16a8	SLC16A8	MGI, PanEnsembl, HomoloGene
Spata20	SPATA20	MGI, PanEnsembl, HomoloGene
Igsf6	IGSF6	MGI, PanEnsembl, HomoloGene
Tspan15	TSPAN15	MGI, PanEnsembl, HomoloGene
Abcg4	ABCG4	MGI, PanEnsembl, HomoloGene
Bag4	BAG4	MGI, PanEnsembl, HomoloGene
Rab11fip1	RAB11FIP1	MGI, PanEnsembl, HomoloGene
Atp6v1b2	ATP6V1B2	MGI, PanEnsembl, HomoloGene
Casp4	CASP5	PanEnsembl
Rnf212	RNF212	MGI, PanEnsembl, HomoloGene
Doc2b	DOC2B	MGI, PanEnsembl, HomoloGene
Zcrb1	ZCRB1	MGI, PanEnsembl, HomoloGene
Bst2	BST2	PanEnsembl
Ube2b	UBE2B	MGI, PanEnsembl, HomoloGene
Lrrc42	LRRC42	MGI, PanEnsembl, HomoloGene
Tmem53	TMEM53	MGI, PanEnsembl, HomoloGene
Morn1	MORN1	MGI, PanEnsembl, HomoloGene
Lrrc46	LRRC46	MGI, PanEnsembl, HomoloGene
Ctns	CTNS	MGI, PanEnsembl, HomoloGene
Rassf9	RASSF9	MGI, PanEnsembl, HomoloGene
Ift122	IFT122	MGI, PanEnsembl, HomoloGene
Gstcd	GSTCD	MGI, PanEnsembl, HomoloGene
Lama3	LAMA3	MGI, PanEnsembl, HomoloGene
Zfp72	ZNF678	PanEnsembl
Ccdc191	CCDC191	MGI
2610015P09Rik	CCDC191	PanEnsembl, HomoloGene
Zbed6	ZBED6	MGI, PanEnsembl, HomoloGene
1700034J05Rik	C12orf71	MGI, PanEnsembl, HomoloGene
Lsm1	LSM1	MGI, PanEnsembl, HomoloGene
Olfr322	OR2W3	MGI, PanEnsembl, HomoloGene, HORDE
Olfr317	OR2W3	PanEnsembl, HORDE
Olfr179	OR2W3	HORDE
Esr1	ESR1	MGI, PanEnsembl, HomoloGene
Igfl3	IGFL2	PanEnsembl
Nabp1	NABP1	MGI, PanEnsembl, HomoloGene
Ksr1	KSR1	MGI, PanEnsembl, HomoloGene
Rabggtb	RABGGTB	MGI, PanEnsembl, HomoloGene
Ilrun	ILRUN	MGI
D17Wsu92e	ILRUN	PanEnsembl, HomoloGene
Mobp	MOBP	MGI, PanEnsembl, HomoloGene
Reg1	REG1A	MGI, PanEnsembl, HomoloGene
Reg2	REG1A	PanEnsembl
Nppa	NPPA	MGI, PanEnsembl, HomoloGene
Slc30a3	SLC30A3	MGI, PanEnsembl, HomoloGene
Plscr5	PLSCR5	MGI, PanEnsembl, HomoloGene
Bcl2	BCL2	MGI, PanEnsembl, HomoloGene
Gstz1	GSTZ1	MGI, PanEnsembl, HomoloGene
Acsl6	ACSL6	MGI, PanEnsembl, HomoloGene
Polq	POLQ	MGI, PanEnsembl, HomoloGene
Ern2	ERN2	MGI, PanEnsembl, HomoloGene
Anxa3	ANXA3	MGI, PanEnsembl, HomoloGene
Krt7	KRT7	MGI, PanEnsembl, HomoloGene
Madd	MADD	MGI, PanEnsembl, HomoloGene
Siglec1	SIGLEC1	MGI, PanEnsembl, HomoloGene
Stip1	STIP1	MGI, PanEnsembl, HomoloGene
Vpreb2	VPREB1	MGI, PanEnsembl, HomoloGene
Vpreb1	VPREB1	PanEnsembl
Nufip1	NUFIP1	MGI, PanEnsembl, HomoloGene
Olfr646	OR52D1	MGI, PanEnsembl, HomoloGene, HORDE
Olfr653	OR52D1	HORDE
Pigg	PIGG	MGI, PanEnsembl, HomoloGene
Zfp493	ZNF708	PanEnsembl
Zfp429	ZNF257	PanEnsembl
Rmnd5b	RMND5B	MGI, PanEnsembl, HomoloGene
Cd63	CD63	MGI, PanEnsembl, HomoloGene
Zfp58	ZNF724	PanEnsembl
Cox10	COX10	MGI, PanEnsembl, HomoloGene
Gm26965	ZNF738	PanEnsembl
RP24-242F4.8	ZNF738	PanEnsembl
Gm10037	ZNF738	PanEnsembl
Zfp106	ZNF106	MGI, PanEnsembl, HomoloGene
Gtsf1l	GTSF1L	MGI, PanEnsembl, HomoloGene
Zfp850	GTSF1L	PanEnsembl
Atp5b	ATP5F1B	MGI, PanEnsembl, HomoloGene
Nat10	NAT10	MGI, PanEnsembl, HomoloGene
Olfr231	OR6K6	MGI, PanEnsembl, HomoloGene, HORDE
Olfr428-ps1	OR6K6	HORDE
Hdc	HDC	MGI, PanEnsembl, HomoloGene
Lama5	LAMA5	MGI, PanEnsembl, HomoloGene
Serpina12	SERPINA12	MGI, PanEnsembl, HomoloGene
Ssbp2	SSBP2	MGI, PanEnsembl, HomoloGene
Chtf8	CHTF8	MGI, PanEnsembl, HomoloGene
Thap1	THAP1	MGI, PanEnsembl, HomoloGene
Il2ra	IL2RA	MGI, PanEnsembl, HomoloGene
Mtch1	MTCH1	MGI, PanEnsembl, HomoloGene
Nrarp	NRARP	MGI, PanEnsembl, HomoloGene
Abcf1	ABCF1	MGI, PanEnsembl, HomoloGene
Dhtkd1	DHTKD1	MGI, PanEnsembl, HomoloGene
Slc43a1	SLC43A1	MGI, PanEnsembl, HomoloGene
Zfp386	ZNF90	PanEnsembl
Ctso	CTSO	MGI, PanEnsembl, HomoloGene
Sugp1	SUGP1	MGI, PanEnsembl, HomoloGene
Mfsd6l	MFSD6L	MGI, PanEnsembl, HomoloGene
Tex12	TEX12	MGI, PanEnsembl, HomoloGene
Btbd18	BTBD18	MGI
Gm13718	BTBD18	HomoloGene
Gpr31b	GPR31	MGI, PanEnsembl, HomoloGene
Cntn4	CNTN4	MGI, PanEnsembl, HomoloGene
Ephb4	EPHB4	MGI, PanEnsembl, HomoloGene
Olfr803	OR6C3	MGI, HomoloGene, HORDE
Olfr788	OR6C3	PanEnsembl, HORDE
Ccdc136	CCDC136	MGI, PanEnsembl, HomoloGene
Slc25a3	SLC25A3	MGI, PanEnsembl, HomoloGene
Padi6	PADI6	MGI, HomoloGene
Tymp	TYMP	MGI, PanEnsembl, HomoloGene
Mtss1	MTSS1	MGI, PanEnsembl, HomoloGene
Galm	GALM	MGI, PanEnsembl, HomoloGene
Ifnl3	IFNL3	MGI, PanEnsembl
Ifnl2	IFNL3	PanEnsembl, HomoloGene
Dmbx1	DMBX1	MGI, PanEnsembl, HomoloGene
Tfdp1	TFDP3	PanEnsembl
Zc3h7b	ZC3H7B	MGI, PanEnsembl, HomoloGene
Tmem249	TMEM249	MGI
Gm8140	TMEM249	HomoloGene
Ctnna1	CTNNA1	MGI, PanEnsembl, HomoloGene
Vps51	VPS51	MGI, PanEnsembl, HomoloGene
Aopep	AOPEP	MGI
2010111I01Rik	AOPEP	PanEnsembl, HomoloGene
Tnfsf13	TNFSF13	MGI, PanEnsembl, HomoloGene
Acat1	ACAT1	MGI, PanEnsembl, HomoloGene
Ankrd52	ANKRD52	MGI, PanEnsembl, HomoloGene
Polr2h	POLR2H	MGI, PanEnsembl, HomoloGene
Septin7	SEPTIN7	MGI
Sept7	SEPTIN7	PanEnsembl, HomoloGene
Mdh2	MDH2	MGI, PanEnsembl, HomoloGene
Lamc1	LAMC1	MGI, PanEnsembl, HomoloGene
Ifna5	IFNA2	PanEnsembl
Ifna12	IFNA2	PanEnsembl
Ifna13	IFNA2	PanEnsembl
Gm13280	IFNA2	PanEnsembl
Ifna1	IFNA2	PanEnsembl
Ifna6	IFNA2	PanEnsembl
Ifna14	IFNA2	PanEnsembl
Gm12597	IFNA2	PanEnsembl
Ifna9	IFNA2	PanEnsembl
Ifna2	IFNA2	PanEnsembl
Ifna11	IFNA2	PanEnsembl
Ifnab	IFNA2	PanEnsembl
Ifna7	IFNA2	PanEnsembl
Ifna4	IFNA2	PanEnsembl
Kcnj8	KCNJ8	MGI, PanEnsembl, HomoloGene
Iqgap3	IQGAP3	MGI, PanEnsembl, HomoloGene
Sftpa1	SFTPA2	PanEnsembl
Hps4	HPS4	MGI, PanEnsembl, HomoloGene
Mtx3	MTX3	MGI, PanEnsembl, HomoloGene
Gmfb	GMFB	MGI, PanEnsembl, HomoloGene
Clcnka	CLCNKB	MGI, PanEnsembl, HomoloGene
Clcnkb	CLCNKB	PanEnsembl
Dctn3	DCTN3	MGI, PanEnsembl, HomoloGene
Grsf1	GRSF1	MGI, PanEnsembl, HomoloGene
Arntl	ARNTL	MGI, PanEnsembl, HomoloGene
Angpt4	ANGPT4	MGI, PanEnsembl, HomoloGene
Mcm9	MCM9	MGI, PanEnsembl, HomoloGene
Ptpn23	PTPN23	MGI, PanEnsembl, HomoloGene
Asic2	ASIC2	MGI, PanEnsembl, HomoloGene
Tex14	TEX14	MGI, PanEnsembl, HomoloGene
Drc1	DRC1	MGI, PanEnsembl, HomoloGene
Rc3h1	RC3H1	MGI, PanEnsembl, HomoloGene
Cabin1	CABIN1	MGI, PanEnsembl, HomoloGene
Ak8	AK8	MGI, PanEnsembl, HomoloGene
Mrpl20	MRPL20	MGI, PanEnsembl, HomoloGene
Syce3	SYCE3	MGI, PanEnsembl, HomoloGene
Trappc6a	TRAPPC6A	MGI, PanEnsembl, HomoloGene
Itih5	ITIH5	MGI, PanEnsembl, HomoloGene
Mtdh	MTDH	MGI, PanEnsembl, HomoloGene
Tfb2m	TFB2M	MGI, PanEnsembl, HomoloGene
Gm1818	TFB2M	PanEnsembl
Ropn1	ROPN1	MGI, PanEnsembl, HomoloGene
Sgsm2	SGSM2	MGI, PanEnsembl, HomoloGene
Thsd7a	THSD7A	MGI, PanEnsembl, HomoloGene
Timm8b	TIMM8B	MGI, PanEnsembl, HomoloGene
Clgn	CLGN	MGI, PanEnsembl, HomoloGene
Slc25a1	SLC25A1	PanEnsembl
Nudt22	NUDT22	MGI, PanEnsembl, HomoloGene
Aqp8	AQP8	MGI, PanEnsembl, HomoloGene
Gng10	GNG10	MGI, PanEnsembl, HomoloGene
Mta2	MTA2	MGI, PanEnsembl, HomoloGene
Psmd11	PSMD11	MGI, PanEnsembl, HomoloGene
D10Wsu102e	C12orf45	MGI, PanEnsembl, HomoloGene
Cep350	CEP350	MGI, PanEnsembl, HomoloGene
Tpra1	TPRA1	MGI, PanEnsembl, HomoloGene
Rab13	RAB13	MGI, PanEnsembl, HomoloGene
Akirin1	AKIRIN1	MGI, PanEnsembl, HomoloGene
Prg4	PRG4	PanEnsembl
Tafa1	TAFA1	MGI
Fam19a1	TAFA1	PanEnsembl, HomoloGene
Rpusd1	RPUSD1	MGI, PanEnsembl, HomoloGene
Pbdc1	PBDC1	MGI, PanEnsembl, HomoloGene
Nlk	NLK	MGI, PanEnsembl, HomoloGene
Pus7l	PUS7L	MGI, PanEnsembl, HomoloGene
Enpp2	ENPP2	MGI, PanEnsembl, HomoloGene
Ankrd39	ANKRD39	MGI, PanEnsembl, HomoloGene
Cdhr1	CDHR1	MGI, PanEnsembl, HomoloGene
Pars2	PARS2	MGI, PanEnsembl, HomoloGene
Hoxd4	HOXD4	MGI, HomoloGene
Myl4	MYL4	MGI, PanEnsembl, HomoloGene
